"","sample_1","sample_2","sample_3","sample_4","sample_5"
"ENSG00000259099",1,0,0,0,0
"ENSG00000259100",5,0,0,0,1
"ENSG00000259102",0,0,0,0,1
"ENSG00000259103",1,0,0,0,0
"ENSG00000259105",0,0,0,0,1
"ENSG00000259106",0,0,0,0,0
"ENSG00000259107",0,0,0,0,0
"ENSG00000259109",0,0,0,0,0
"ENSG00000259113",0,0,0,0,0
"ENSG00000259116",0,1,3,3,0
"ENSG00000259118",1,9,7,3,1
"ENSG00000259119",0,0,1,1,0
"ENSG00000259120",2,2,3,3,2
"ENSG00000259121",2,0,0,0,0
"ENSG00000259122",0,0,0,0,0
"ENSG00000259123",0,0,0,0,0
"ENSG00000259124",0,0,0,0,0
"ENSG00000259125",2,4,0,0,0
"ENSG00000259126",0,0,0,0,0
"ENSG00000259129",0,0,0,0,0
"ENSG00000259130",0,0,1,0,0
"ENSG00000259133",0,0,0,0,0
"ENSG00000259134",0,0,0,0,0
"ENSG00000259135",0,0,1,0,0
"ENSG00000259137",1,2,5,1,0
"ENSG00000259138",1,1,0,0,0
"ENSG00000259144",8,22,23,20,12
"ENSG00000259145",0,0,0,0,0
"ENSG00000259146",0,3,9,2,3
"ENSG00000259150",1,1,4,0,0
"ENSG00000259151",0,0,1,0,0
"ENSG00000259153",4,3,1,1,3
"ENSG00000259155",0,0,0,0,0
"ENSG00000259156",0,0,0,0,0
"ENSG00000259158",0,2,4,0,0
"ENSG00000259160",0,0,0,0,0
"ENSG00000259161",0,0,0,0,0
"ENSG00000259162",37,19,93,18,33
"ENSG00000259163",0,0,0,0,0
"ENSG00000259165",2,1,5,2,0
"ENSG00000259167",0,0,0,0,0
"ENSG00000259168",0,0,0,0,0
"ENSG00000259169",1,0,1,0,0
"ENSG00000259172",3,3,1,4,0
"ENSG00000259174",10,7,15,16,8
"ENSG00000259175",0,0,0,0,0
"ENSG00000259176",0,0,0,0,0
"ENSG00000259177",0,2,1,0,0
"ENSG00000259179",0,0,0,0,0
"ENSG00000259181",0,0,0,0,0
"ENSG00000259182",3,14,6,1,12
"ENSG00000259186",0,0,0,0,0
"ENSG00000259188",0,3,0,1,0
"ENSG00000259191",1,0,0,0,0
"ENSG00000259192",0,0,0,0,0
"ENSG00000259195",0,0,0,0,0
"ENSG00000259196",0,0,0,0,0
"ENSG00000259198",0,1,0,0,0
"ENSG00000259201",0,2,0,0,0
"ENSG00000259202",0,0,0,0,0
"ENSG00000259203",0,0,0,0,0
"ENSG00000259205",18,3,19,5,14
"ENSG00000259207",24,184,303,54,99
"ENSG00000259209",0,0,1,0,0
"ENSG00000259211",2,2,0,2,3
"ENSG00000259212",0,1,1,1,2
"ENSG00000259215",0,3,3,2,2
"ENSG00000259216",1,0,1,1,2
"ENSG00000259218",0,0,0,0,0
"ENSG00000259219",0,2,1,0,3
"ENSG00000259221",0,0,0,0,0
"ENSG00000259222",0,0,0,0,0
"ENSG00000259223",0,0,0,0,0
"ENSG00000259224",0,2,0,1,0
"ENSG00000259225",2,3,8,1,13
"ENSG00000259228",1,1,0,1,0
"ENSG00000259229",0,0,0,0,0
"ENSG00000259230",0,1,0,0,1
"ENSG00000259231",0,0,0,0,0
"ENSG00000259232",0,0,0,0,0
"ENSG00000259235",2,26,0,16,0
"ENSG00000259236",13,6,8,11,8
"ENSG00000259238",0,1,0,0,0
"ENSG00000259240",0,0,0,0,0
"ENSG00000259241",0,0,0,0,0
"ENSG00000259242",2,0,2,0,2
"ENSG00000259243",0,0,0,1,0
"ENSG00000259244",0,0,0,0,0
"ENSG00000259245",0,0,0,0,0
"ENSG00000259248",8,16,18,13,24
"ENSG00000259250",60,70,51,28,41
"ENSG00000259251",0,0,0,0,0
"ENSG00000259254",0,1,0,0,0
"ENSG00000259257",0,1,0,0,2
"ENSG00000259258",0,0,1,0,1
"ENSG00000259259",0,0,0,0,0
"ENSG00000259261",15,29,8,8,13
"ENSG00000259262",0,0,0,0,0
"ENSG00000259264",0,0,0,0,0
"ENSG00000259267",0,0,0,0,0
"ENSG00000259268",5,1,4,2,6
"ENSG00000259270",0,0,0,0,1
"ENSG00000259271",0,0,0,0,0
"ENSG00000259273",1,2,0,0,0
"ENSG00000259274",2,3,0,1,0
"ENSG00000259275",0,0,0,0,0
"ENSG00000259276",0,0,0,1,0
"ENSG00000259277",0,0,0,0,0
"ENSG00000259278",0,0,1,1,1
"ENSG00000259282",0,0,0,0,1
"ENSG00000259283",0,0,0,0,0
"ENSG00000259285",0,0,0,0,0
"ENSG00000259286",0,1,1,0,0
"ENSG00000259287",6,3,5,3,4
"ENSG00000259288",0,2,0,0,0
"ENSG00000259289",0,0,0,0,0
"ENSG00000259291",21,30,15,21,31
"ENSG00000259293",0,1,6,0,2
"ENSG00000259294",0,1,1,0,2
"ENSG00000259295",0,0,0,0,0
"ENSG00000259296",0,0,0,0,0
"ENSG00000259298",4,9,3,2,3
"ENSG00000259299",0,1,0,6,2
"ENSG00000259303",0,0,0,1,0
"ENSG00000259304",0,1,2,0,1
"ENSG00000259305",4,0,0,0,0
"ENSG00000259306",0,0,0,0,0
"ENSG00000259307",3,5,3,1,5
"ENSG00000259308",0,0,0,0,0
"ENSG00000259309",1,3,0,1,1
"ENSG00000259314",1,3,2,0,3
"ENSG00000259315",18,27,17,18,27
"ENSG00000259316",0,0,0,1,0
"ENSG00000259317",0,1,0,0,0
"ENSG00000259318",0,0,0,1,1
"ENSG00000259319",6,16,16,9,1
"ENSG00000259321",7,14,15,7,11
"ENSG00000259322",0,2,0,0,0
"ENSG00000259323",0,0,1,0,0
"ENSG00000259326",3,6,1,10,6
"ENSG00000259327",2,5,2,5,1
"ENSG00000259328",2,0,3,1,2
"ENSG00000259330",118,281,248,145,142
"ENSG00000259331",0,0,0,0,0
"ENSG00000259334",0,0,0,0,0
"ENSG00000259335",0,0,0,0,1
"ENSG00000259336",0,0,0,0,0
"ENSG00000259337",1,0,0,1,0
"ENSG00000259338",0,0,0,1,1
"ENSG00000259341",0,0,0,0,1
"ENSG00000259342",0,1,0,0,0
"ENSG00000259343",1,2,3,3,0
"ENSG00000259344",2,0,2,0,0
"ENSG00000259345",0,0,3,0,0
"ENSG00000259346",1,0,0,0,0
"ENSG00000259347",0,0,1,0,0
"ENSG00000259349",2,5,2,4,5
"ENSG00000259351",5,8,11,9,5
"ENSG00000259353",1,0,0,0,0
"ENSG00000259354",0,0,1,0,0
"ENSG00000259356",0,1,0,0,0
"ENSG00000259362",0,0,0,1,1
"ENSG00000259363",16,10,12,6,29
"ENSG00000259364",0,0,0,0,0
"ENSG00000259365",0,0,0,0,0
"ENSG00000259366",4,22,19,15,7
"ENSG00000259367",0,2,0,0,0
"ENSG00000259369",0,0,0,0,0
"ENSG00000259370",0,0,0,0,0
"ENSG00000259371",2,0,0,0,0
"ENSG00000259372",0,1,1,0,1
"ENSG00000259374",2,3,1,0,3
"ENSG00000259376",3,4,7,6,13
"ENSG00000259377",0,0,0,1,0
"ENSG00000259378",0,1,0,0,1
"ENSG00000259379",0,0,3,0,0
"ENSG00000259381",1,2,3,1,2
"ENSG00000259383",0,0,0,0,0
"ENSG00000259384",2,2,1,0,1
"ENSG00000259387",0,8,6,2,6
"ENSG00000259388",0,0,0,0,1
"ENSG00000259389",0,0,0,0,0
"ENSG00000259392",0,0,0,0,0
"ENSG00000259394",1,6,1,3,3
"ENSG00000259396",0,0,0,0,1
"ENSG00000259397",0,1,1,0,0
"ENSG00000259398",0,0,0,0,0
"ENSG00000259400",0,0,0,0,0
"ENSG00000259401",0,1,2,0,3
"ENSG00000259402",0,0,2,0,0
"ENSG00000259403",0,0,0,0,0
"ENSG00000259404",1,1,1,0,0
"ENSG00000259405",0,0,0,1,0
"ENSG00000259407",4,6,7,9,6
"ENSG00000259408",2,7,2,2,6
"ENSG00000259410",0,1,0,0,0
"ENSG00000259411",0,0,0,0,0
"ENSG00000259413",0,0,0,0,0
"ENSG00000259414",1,0,0,1,1
"ENSG00000259415",0,0,0,0,0
"ENSG00000259416",0,1,3,0,2
"ENSG00000259417",1,4,0,0,4
"ENSG00000259418",1,1,1,4,2
"ENSG00000259419",3,7,4,1,2
"ENSG00000259420",0,1,0,0,0
"ENSG00000259421",19,1,1,0,4
"ENSG00000259422",0,1,0,0,0
"ENSG00000259423",0,0,0,0,0
"ENSG00000259424",0,0,4,1,1
"ENSG00000259425",1,2,1,0,0
"ENSG00000259426",0,0,0,2,0
"ENSG00000259429",1,0,1,0,0
"ENSG00000259430",0,0,0,0,0
"ENSG00000259431",42,52,44,53,30
"ENSG00000259432",0,0,0,0,0
"ENSG00000259433",0,0,0,0,0
"ENSG00000259436",104,88,69,102,88
"ENSG00000259437",0,0,0,0,0
"ENSG00000259438",0,0,2,0,0
"ENSG00000259439",0,0,0,0,1
"ENSG00000259440",1,0,0,0,0
"ENSG00000259442",6,4,4,3,5
"ENSG00000259443",0,0,0,0,0
"ENSG00000259444",0,0,0,0,0
"ENSG00000259445",0,1,1,0,1
"ENSG00000259446",0,0,0,0,0
"ENSG00000259447",0,0,0,0,0
"ENSG00000259448",36,77,56,54,71
"ENSG00000259450",0,0,0,0,0
"ENSG00000259452",0,1,0,0,0
"ENSG00000259453",0,4,3,1,0
"ENSG00000259454",0,0,0,0,0
"ENSG00000259455",0,0,0,0,0
"ENSG00000259456",13,16,19,7,7
"ENSG00000259457",0,0,0,0,0
"ENSG00000259459",0,0,0,0,0
"ENSG00000259461",0,0,0,0,0
"ENSG00000259462",0,0,0,0,0
"ENSG00000259463",0,0,0,0,0
"ENSG00000259465",0,0,0,0,0
"ENSG00000259467",0,0,0,0,0
"ENSG00000259468",0,0,0,0,1
"ENSG00000259469",1,0,0,0,0
"ENSG00000259470",0,0,0,0,0
"ENSG00000259471",0,3,0,0,2
"ENSG00000259472",3,1,1,2,0
"ENSG00000259473",0,0,0,0,0
"ENSG00000259474",0,0,0,0,1
"ENSG00000259475",0,1,0,1,0
"ENSG00000259476",0,1,0,0,0
"ENSG00000259477",0,0,0,0,0
"ENSG00000259479",13,9,13,7,1
"ENSG00000259480",3,2,5,3,4
"ENSG00000259482",0,0,0,0,0
"ENSG00000259483",0,6,7,3,4
"ENSG00000259485",0,0,0,0,0
"ENSG00000259488",1,8,3,4,2
"ENSG00000259489",0,0,0,0,0
"ENSG00000259490",0,0,0,0,0
"ENSG00000259493",0,3,0,3,3
"ENSG00000259494",63,47,74,43,51
"ENSG00000259496",4,0,0,0,2
"ENSG00000259498",0,1,0,0,0
"ENSG00000259499",4,0,0,0,1
"ENSG00000259502",1,1,1,2,3
"ENSG00000259503",0,0,0,0,0
"ENSG00000259504",1,0,0,0,0
"ENSG00000259505",0,0,0,0,0
"ENSG00000259508",0,0,0,0,0
"ENSG00000259511",0,0,0,0,0
"ENSG00000259512",0,2,0,0,0
"ENSG00000259513",0,0,0,0,0
"ENSG00000259514",11,14,9,12,11
"ENSG00000259515",1,2,5,1,3
"ENSG00000259516",4,3,4,1,2
"ENSG00000259519",2,1,2,0,2
"ENSG00000259520",0,0,2,1,4
"ENSG00000259521",0,1,0,0,0
"ENSG00000259522",0,0,0,0,0
"ENSG00000259523",0,2,0,0,0
"ENSG00000259528",0,0,0,0,0
"ENSG00000259529",7,32,27,20,25
"ENSG00000259531",2,3,9,0,4
"ENSG00000259532",0,0,0,0,0
"ENSG00000259535",3,1,0,1,1
"ENSG00000259536",1,3,3,2,7
"ENSG00000259540",1,0,0,0,0
"ENSG00000259541",0,0,0,0,0
"ENSG00000259543",0,0,0,0,0
"ENSG00000259544",0,1,0,0,0
"ENSG00000259545",0,0,1,0,0
"ENSG00000259547",0,0,0,0,0
"ENSG00000259548",0,3,9,1,2
"ENSG00000259549",0,0,0,0,0
"ENSG00000259550",0,0,0,0,0
"ENSG00000259553",1,1,1,0,0
"ENSG00000259555",0,0,0,0,0
"ENSG00000259556",8,9,12,7,5
"ENSG00000259557",0,0,0,0,0
"ENSG00000259560",0,0,0,0,0
"ENSG00000259561",0,0,0,1,0
"ENSG00000259562",4,8,7,1,8
"ENSG00000259563",3,2,0,0,0
"ENSG00000259564",0,1,0,0,1
"ENSG00000259569",0,0,0,0,0
"ENSG00000259570",0,0,1,0,0
"ENSG00000259577",6,12,13,2,2
"ENSG00000259579",0,0,0,0,0
"ENSG00000259581",0,2,0,0,0
"ENSG00000259583",0,5,2,6,0
"ENSG00000259584",0,0,0,0,0
"ENSG00000259585",1,0,1,0,1
"ENSG00000259589",0,0,1,0,0
"ENSG00000259590",0,0,0,0,1
"ENSG00000259591",1,1,0,3,1
"ENSG00000259592",1,1,3,1,1
"ENSG00000259594",0,0,0,0,0
"ENSG00000259595",0,0,0,0,1
"ENSG00000259598",0,1,0,1,0
"ENSG00000259600",0,0,0,0,0
"ENSG00000259601",1,0,0,0,0
"ENSG00000259604",0,0,0,0,0
"ENSG00000259605",0,0,0,0,0
"ENSG00000259606",2,1,5,1,4
"ENSG00000259609",0,0,0,0,0
"ENSG00000259610",0,0,0,0,3
"ENSG00000259611",0,0,0,0,0
"ENSG00000259612",46,47,32,25,31
"ENSG00000259613",0,0,0,0,0
"ENSG00000259615",0,0,0,0,0
"ENSG00000259616",0,0,0,0,0
"ENSG00000259617",0,0,0,0,0
"ENSG00000259618",0,2,1,1,0
"ENSG00000259619",0,0,0,0,0
"ENSG00000259621",0,0,0,0,0
"ENSG00000259623",113,139,148,77,96
"ENSG00000259626",0,3,0,0,0
"ENSG00000259628",1,7,2,0,5
"ENSG00000259630",1,0,0,0,0
"ENSG00000259631",1,0,0,0,0
"ENSG00000259632",0,0,1,0,0
"ENSG00000259635",3,7,4,2,3
"ENSG00000259637",0,0,0,0,0
"ENSG00000259639",0,0,0,0,0
"ENSG00000259640",0,0,0,0,0
"ENSG00000259641",1,12,11,2,13
"ENSG00000259642",22,35,47,23,21
"ENSG00000259645",0,0,0,0,0
"ENSG00000259647",1,1,0,0,1
"ENSG00000259648",1,0,1,0,0
"ENSG00000259649",0,2,0,0,2
"ENSG00000259651",0,0,0,0,0
"ENSG00000259652",6,14,5,2,9
"ENSG00000259654",0,0,2,3,4
"ENSG00000259656",1,1,4,0,2
"ENSG00000259657",6,1,3,1,0
"ENSG00000259658",29,16,20,11,17
"ENSG00000259659",1,3,1,7,1
"ENSG00000259660",7,10,12,7,7
"ENSG00000259663",0,0,0,0,0
"ENSG00000259665",0,1,1,0,0
"ENSG00000259666",0,0,0,0,0
"ENSG00000259668",9,34,20,3,12
"ENSG00000259669",0,0,0,0,0
"ENSG00000259670",0,0,0,0,0
"ENSG00000259671",0,0,2,0,0
"ENSG00000259672",0,0,0,0,0
"ENSG00000259673",29,58,49,33,45
"ENSG00000259674",14,7,7,17,6
"ENSG00000259677",0,1,0,3,1
"ENSG00000259678",2,2,0,2,0
"ENSG00000259680",0,0,0,1,0
"ENSG00000259681",0,0,0,0,0
"ENSG00000259682",0,1,0,1,0
"ENSG00000259683",0,1,0,0,0
"ENSG00000259684",18,14,12,9,14
"ENSG00000259685",0,0,0,0,0
"ENSG00000259686",1,0,0,0,1
"ENSG00000259687",4,5,2,2,1
"ENSG00000259689",0,1,0,0,0
"ENSG00000259692",0,0,0,1,1
"ENSG00000259696",0,0,4,0,0
"ENSG00000259697",0,0,0,0,0
"ENSG00000259698",0,0,0,0,0
"ENSG00000259699",0,2,1,1,0
"ENSG00000259700",0,0,0,0,0
"ENSG00000259702",0,0,0,0,0
"ENSG00000259703",2,9,8,4,8
"ENSG00000259704",4,9,15,7,5
"ENSG00000259705",0,0,0,0,0
"ENSG00000259706",9,8,15,5,13
"ENSG00000259707",2,0,0,0,0
"ENSG00000259708",0,0,0,0,0
"ENSG00000259709",0,2,1,2,1
"ENSG00000259710",0,2,1,0,0
"ENSG00000259711",0,0,0,0,0
"ENSG00000259712",0,0,1,0,0
"ENSG00000259713",0,0,0,0,0
"ENSG00000259714",0,0,0,0,0
"ENSG00000259715",11,26,3,12,5
"ENSG00000259716",0,0,0,0,0
"ENSG00000259717",6,21,5,7,6
"ENSG00000259719",0,5,8,5,1
"ENSG00000259720",0,0,0,0,0
"ENSG00000259723",0,0,0,0,0
"ENSG00000259724",0,0,0,0,0
"ENSG00000259726",1,0,0,1,2
"ENSG00000259727",0,0,0,0,0
"ENSG00000259728",2,2,0,2,3
"ENSG00000259731",0,0,0,0,1
"ENSG00000259732",0,1,0,2,0
"ENSG00000259735",0,0,0,0,0
"ENSG00000259736",2,0,0,2,0
"ENSG00000259737",0,0,0,0,0
"ENSG00000259742",0,0,0,0,0
"ENSG00000259744",0,0,0,0,0
"ENSG00000259746",0,1,0,0,0
"ENSG00000259747",0,0,1,1,1
"ENSG00000259750",0,0,1,0,1
"ENSG00000259751",0,0,1,0,0
"ENSG00000259752",2,2,0,1,0
"ENSG00000259755",3,3,1,1,3
"ENSG00000259756",0,0,0,0,0
"ENSG00000259758",651,1112,990,439,676
"ENSG00000259760",0,1,1,1,0
"ENSG00000259762",3,0,3,1,1
"ENSG00000259764",0,0,0,0,0
"ENSG00000259767",0,1,0,3,1
"ENSG00000259768",2,0,0,0,3
"ENSG00000259769",0,0,0,0,0
"ENSG00000259770",1,0,0,0,0
"ENSG00000259771",0,0,0,0,0
"ENSG00000259772",23,60,35,60,52
"ENSG00000259773",0,0,0,0,0
"ENSG00000259774",0,0,0,0,0
"ENSG00000259775",3,1,3,1,0
"ENSG00000259776",0,0,0,0,0
"ENSG00000259779",0,0,0,0,0
"ENSG00000259781",117,82,92,82,60
"ENSG00000259782",1,0,0,1,1
"ENSG00000259783",1,0,0,0,0
"ENSG00000259785",3,16,2,3,2
"ENSG00000259786",0,0,1,0,0
"ENSG00000259788",0,0,0,0,0
"ENSG00000259790",3,4,5,8,11
"ENSG00000259792",8,6,5,1,4
"ENSG00000259793",4,9,6,0,6
"ENSG00000259796",0,0,0,0,0
"ENSG00000259797",1,2,1,0,1
"ENSG00000259798",0,0,0,0,0
"ENSG00000259799",3,4,7,5,5
"ENSG00000259802",6,3,3,6,5
"ENSG00000259803",13,9,5,3,6
"ENSG00000259804",3,5,2,3,2
"ENSG00000259805",1,0,2,0,0
"ENSG00000259806",9,12,6,14,13
"ENSG00000259807",9,7,12,4,17
"ENSG00000259810",0,2,0,0,1
"ENSG00000259813",0,0,0,0,0
"ENSG00000259817",0,0,0,0,0
"ENSG00000259818",1,0,0,0,0
"ENSG00000259820",55,62,104,37,65
"ENSG00000259821",0,0,0,0,0
"ENSG00000259826",8,12,19,19,5
"ENSG00000259828",0,0,0,0,0
"ENSG00000259831",0,0,0,0,0
"ENSG00000259834",427,561,470,268,480
"ENSG00000259838",5,1,4,0,1
"ENSG00000259840",1,4,1,0,0
"ENSG00000259842",0,0,0,0,1
"ENSG00000259843",0,0,0,3,0
"ENSG00000259844",0,0,0,0,0
"ENSG00000259845",0,3,3,5,2
"ENSG00000259846",0,0,0,0,0
"ENSG00000259847",3,0,0,0,0
"ENSG00000259848",0,1,0,0,0
"ENSG00000259852",0,0,0,0,0
"ENSG00000259854",0,0,0,0,0
"ENSG00000259856",32,79,58,51,54
"ENSG00000259863",2,1,5,1,5
"ENSG00000259865",190,173,187,56,104
"ENSG00000259866",0,0,0,0,0
"ENSG00000259867",0,0,0,0,0
"ENSG00000259868",0,0,0,0,0
"ENSG00000259869",0,1,9,3,1
"ENSG00000259870",0,0,0,0,0
"ENSG00000259873",0,0,0,0,0
"ENSG00000259874",0,0,0,3,0
"ENSG00000259876",0,2,0,0,0
"ENSG00000259877",47,47,40,18,27
"ENSG00000259881",25,64,63,49,72
"ENSG00000259882",0,0,0,0,0
"ENSG00000259883",1,0,0,0,0
"ENSG00000259884",0,0,2,0,0
"ENSG00000259886",12,47,34,29,24
"ENSG00000259887",0,1,0,1,2
"ENSG00000259889",0,0,0,0,0
"ENSG00000259890",0,0,0,0,0
"ENSG00000259891",37,36,20,31,33
"ENSG00000259892",0,0,0,0,0
"ENSG00000259894",2,3,3,1,2
"ENSG00000259895",3,1,2,0,1
"ENSG00000259897",0,0,0,0,0
"ENSG00000259899",0,1,0,0,2
"ENSG00000259901",13,12,11,11,7
"ENSG00000259904",0,3,0,0,0
"ENSG00000259905",0,0,0,0,0
"ENSG00000259907",0,1,0,0,0
"ENSG00000259909",0,0,0,0,0
"ENSG00000259912",0,0,0,0,0
"ENSG00000259914",0,0,0,0,0
"ENSG00000259915",2,4,3,4,0
"ENSG00000259917",77,78,77,44,54
"ENSG00000259918",8,1,4,1,1
"ENSG00000259920",0,0,0,0,1
"ENSG00000259921",0,1,0,0,0
"ENSG00000259922",1,2,5,1,2
"ENSG00000259923",0,0,0,0,0
"ENSG00000259924",0,0,1,1,0
"ENSG00000259926",0,3,1,0,2
"ENSG00000259928",0,1,1,0,2
"ENSG00000259929",0,0,0,0,0
"ENSG00000259931",0,0,0,0,0
"ENSG00000259932",0,1,0,0,0
"ENSG00000259933",1,0,0,0,2
"ENSG00000259935",4,6,7,3,6
"ENSG00000259940",15,12,8,6,24
"ENSG00000259942",0,0,1,1,0
"ENSG00000259943",46,46,43,24,39
"ENSG00000259944",0,0,0,0,0
"ENSG00000259946",0,0,0,0,0
"ENSG00000259950",0,1,1,0,0
"ENSG00000259953",111,160,145,115,102
"ENSG00000259954",5,4,8,11,7
"ENSG00000259957",0,0,0,0,0
"ENSG00000259959",38,42,39,41,32
"ENSG00000259962",21,51,35,43,41
"ENSG00000259964",0,0,0,0,0
"ENSG00000259966",0,0,0,0,0
"ENSG00000259967",0,0,0,0,0
"ENSG00000259969",0,0,0,0,0
"ENSG00000259970",0,0,0,0,0
"ENSG00000259972",26,32,28,17,19
"ENSG00000259976",112,87,113,72,74
"ENSG00000259982",1,0,0,0,1
"ENSG00000259983",0,0,0,0,0
"ENSG00000259984",0,0,3,1,0
"ENSG00000259985",0,2,5,0,5
"ENSG00000259986",0,1,0,2,1
"ENSG00000259987",0,0,0,0,0
"ENSG00000259989",0,0,0,0,0
"ENSG00000259990",0,1,0,1,0
"ENSG00000259993",0,0,0,0,0
"ENSG00000259994",17,23,22,21,19
"ENSG00000259995",0,0,0,0,0
"ENSG00000259997",0,1,0,0,1
"ENSG00000259998",0,0,0,0,0
"ENSG00000259999",0,0,0,0,0
"ENSG00000260000",2,3,4,4,0
"ENSG00000260001",1,1,0,0,3
"ENSG00000260005",24,45,64,59,55
"ENSG00000260006",25,32,29,26,26
"ENSG00000260008",0,0,0,0,1
"ENSG00000260009",0,0,0,0,0
"ENSG00000260010",0,0,0,0,0
"ENSG00000260011",2,4,0,1,2
"ENSG00000260012",0,0,0,0,0
"ENSG00000260013",0,0,0,0,0
"ENSG00000260017",1,0,1,0,0
"ENSG00000260018",2,5,1,0,2
"ENSG00000260019",0,0,0,1,0
"ENSG00000260021",0,0,0,0,0
"ENSG00000260022",8,10,7,4,9
"ENSG00000260023",8,12,14,8,7
"ENSG00000260025",0,0,0,0,0
"ENSG00000260027",4,0,3,4,0
"ENSG00000260029",0,0,0,0,0
"ENSG00000260030",0,0,0,0,0
"ENSG00000260031",0,0,0,0,0
"ENSG00000260032",1469,1885,1948,1002,1245
"ENSG00000260033",0,0,0,0,0
"ENSG00000260034",0,5,1,3,0
"ENSG00000260035",0,0,0,0,0
"ENSG00000260036",1,2,1,1,0
"ENSG00000260037",1,0,0,1,2
"ENSG00000260038",4,3,4,2,4
"ENSG00000260041",0,0,0,0,0
"ENSG00000260046",0,1,0,0,0
"ENSG00000260047",0,0,2,0,0
"ENSG00000260048",0,2,0,0,2
"ENSG00000260049",0,0,0,0,1
"ENSG00000260051",4,39,25,24,18
"ENSG00000260052",4,5,1,0,1
"ENSG00000260053",0,0,0,2,0
"ENSG00000260054",678,880,836,605,792
"ENSG00000260059",2,11,1,2,5
"ENSG00000260060",7,12,7,9,15
"ENSG00000260062",0,0,0,0,0
"ENSG00000260063",3,9,3,4,5
"ENSG00000260064",0,0,0,0,0
"ENSG00000260065",90,310,88,166,156
"ENSG00000260066",2,5,0,1,0
"ENSG00000260070",4,6,2,8,9
"ENSG00000260071",0,0,0,0,0
"ENSG00000260072",0,0,0,0,0
"ENSG00000260075",1,0,0,3,1
"ENSG00000260077",53,122,70,98,47
"ENSG00000260078",169,180,256,74,156
"ENSG00000260081",9,4,4,3,4
"ENSG00000260082",13,9,11,8,13
"ENSG00000260083",7,3,4,1,1
"ENSG00000260084",2,3,3,1,1
"ENSG00000260086",8,10,5,7,10
"ENSG00000260087",0,0,0,0,0
"ENSG00000260088",2,0,1,0,0
"ENSG00000260091",16,44,24,21,16
"ENSG00000260093",1,0,1,0,1
"ENSG00000260095",2,0,1,1,1
"ENSG00000260096",1,1,0,0,0
"ENSG00000260100",0,0,0,0,0
"ENSG00000260101",19,22,14,11,11
"ENSG00000260103",7,19,14,14,12
"ENSG00000260104",0,0,0,0,0
"ENSG00000260105",8,6,2,7,1
"ENSG00000260109",0,0,0,0,0
"ENSG00000260112",0,0,0,0,0
"ENSG00000260113",0,0,0,0,0
"ENSG00000260114",24,42,38,18,23
"ENSG00000260115",0,0,0,0,0
"ENSG00000260118",0,1,0,0,0
"ENSG00000260120",1,0,0,1,0
"ENSG00000260121",49,66,50,44,53
"ENSG00000260123",0,1,1,0,0
"ENSG00000260128",0,2,0,0,0
"ENSG00000260132",2,2,4,2,2
"ENSG00000260133",1,0,1,0,0
"ENSG00000260135",0,0,0,2,2
"ENSG00000260136",6,1,0,2,3
"ENSG00000260137",0,0,0,0,1
"ENSG00000260139",0,0,0,0,0
"ENSG00000260142",0,0,0,0,0
"ENSG00000260144",1,2,5,0,2
"ENSG00000260145",4,10,0,3,7
"ENSG00000260148",0,1,1,0,0
"ENSG00000260151",0,0,0,0,0
"ENSG00000260152",0,2,3,0,1
"ENSG00000260156",1,0,0,0,0
"ENSG00000260158",0,0,0,0,1
"ENSG00000260159",2,2,0,0,0
"ENSG00000260160",25,26,15,14,20
"ENSG00000260161",0,0,0,0,0
"ENSG00000260162",0,0,0,0,0
"ENSG00000260163",0,0,1,0,0
"ENSG00000260165",1,0,0,0,0
"ENSG00000260166",0,0,0,0,0
"ENSG00000260167",1,0,0,3,0
"ENSG00000260171",0,0,0,0,0
"ENSG00000260172",0,0,1,0,0
"ENSG00000260173",0,0,0,0,0
"ENSG00000260174",9,10,9,22,8
"ENSG00000260176",1,4,1,2,0
"ENSG00000260177",0,0,0,0,0
"ENSG00000260179",6,15,2,4,5
"ENSG00000260182",0,0,0,0,0
"ENSG00000260183",0,0,1,0,0
"ENSG00000260185",0,0,0,0,0
"ENSG00000260186",1,0,1,0,1
"ENSG00000260188",0,11,3,3,5
"ENSG00000260190",2,5,3,3,4
"ENSG00000260193",14,11,14,10,15
"ENSG00000260194",0,0,0,0,0
"ENSG00000260196",23,30,12,22,18
"ENSG00000260197",0,64,78,22,0
"ENSG00000260198",0,1,0,0,0
"ENSG00000260205",0,0,0,0,0
"ENSG00000260206",1,0,0,1,1
"ENSG00000260207",0,0,0,0,0
"ENSG00000260209",0,0,0,3,0
"ENSG00000260211",3,0,0,0,0
"ENSG00000260212",0,0,0,0,0
"ENSG00000260213",1,2,1,0,0
"ENSG00000260219",2,17,14,8,14
"ENSG00000260224",0,0,0,0,0
"ENSG00000260228",16,22,18,18,19
"ENSG00000260229",3,5,2,2,3
"ENSG00000260230",0,0,0,1,0
"ENSG00000260231",86,74,94,64,80
"ENSG00000260233",8,26,11,5,15
"ENSG00000260234",2,2,2,0,0
"ENSG00000260236",14,23,14,9,16
"ENSG00000260238",0,0,0,0,0
"ENSG00000260239",0,0,0,0,0
"ENSG00000260242",0,0,0,0,1
"ENSG00000260244",6,16,57,4,20
"ENSG00000260246",1,0,0,0,0
"ENSG00000260247",0,0,0,1,0
"ENSG00000260248",1,1,0,0,2
"ENSG00000260249",10,17,11,10,13
